,loss,accuracy,val_loss,val_accuracy,lr
0,8.057441711425781,0.5,8.059162139892578,0.5,0.05
1,8.057319641113281,0.5,8.059165954589844,0.5,0.05
2,8.057337760925293,0.5,8.059164047241211,0.5,0.05
3,8.057343482971191,0.5,8.059162139892578,0.5,0.05
4,8.057197570800781,0.5,8.059164047241211,0.5,0.05
