,loss,accuracy,val_loss,val_accuracy,lr
0,2.3601062297821045,0.190476194024086,2.56882643699646,0.0,0.03
1,2.181922435760498,0.190476194024086,2.6658480167388916,0.0,0.03
2,2.028101921081543,0.2857142984867096,2.749191999435425,0.0,0.03
3,1.9508278369903564,0.380952388048172,2.833049774169922,0.0,0.03
4,1.7909767627716064,0.6666666865348816,2.900651693344116,0.0,0.03
