epoch,accuracy,loss
0,0.05,2.370048761367798
1,0.05,2.3283302783966064
2,0.1,2.288275718688965
3,0.25,2.2493276596069336
4,0.25,2.211902141571045
5,0.25,2.1755402088165283
6,0.25,2.1406352519989014
7,0.3,2.106873035430908
8,0.3,2.074373960494995
9,0.3,2.0428037643432617
10,0.35,2.0120365619659424
11,0.35,1.9820810556411743
12,0.35,1.9529205560684204
13,0.5,1.9243940114974976
14,0.55,1.8965065479278564
15,0.55,1.8691648244857788
16,0.55,1.8420909643173218
17,0.55,1.8153349161148071
18,0.55,1.7889773845672607
19,0.55,1.7630010843276978
20,0.6,1.7373943328857422
21,0.7,1.7120554447174072
22,0.8,1.6871469020843506
23,0.85,1.6627124547958374
24,0.85,1.638576865196228
25,0.85,1.6147677898406982
26,0.85,1.5915964841842651
27,0.85,1.5689436197280884
28,0.85,1.5468136072158813
29,0.9,1.5251070261001587
30,0.9,1.503791093826294
31,0.95,1.4828656911849976
32,0.95,1.4622795581817627
33,0.95,1.4419809579849243
34,0.95,1.4220707416534424
35,0.95,1.4024035930633545
36,0.95,1.383019208908081
37,0.95,1.3638865947723389
38,0.95,1.3449323177337646
39,0.95,1.3262614011764526
40,0.95,1.3077324628829956
41,0.95,1.2894937992095947
42,0.95,1.2713749408721924
43,0.95,1.2535675764083862
44,0.95,1.2360608577728271
45,0.95,1.2186486721038818
46,0.95,1.20160710811615
47,0.95,1.1848112344741821
48,0.95,1.1682708263397217
49,0.95,1.1519657373428345
50,0.95,1.1359680891036987
51,0.95,1.1201084852218628
52,0.95,1.1045280694961548
53,0.95,1.0891584157943726
54,0.95,1.0740619897842407
55,0.95,1.0593178272247314
56,0.95,1.0448824167251587
57,0.95,1.030691385269165
58,0.95,1.0165904760360718
59,0.95,1.0028102397918701
60,0.95,0.9892509579658508
61,0.95,0.9759602546691895
62,0.95,0.9628297090530396
63,1.0,0.9499486088752747
64,1.0,0.9372928738594055
65,1.0,0.924700915813446
66,1.0,0.9124035835266113
67,1.0,0.9003375172615051
68,1.0,0.8884149789810181
69,1.0,0.8767017126083374
70,1.0,0.8651503324508667
71,1.0,0.853702187538147
72,1.0,0.8424121737480164
73,1.0,0.8313004374504089
74,1.0,0.8203142881393433
75,1.0,0.8094617128372192
76,1.0,0.7986885905265808
77,1.0,0.788124144077301
78,1.0,0.7775944471359253
79,1.0,0.7672113180160522
80,1.0,0.7570732831954956
81,1.0,0.747083306312561
82,1.0,0.7371901273727417
83,1.0,0.7275688052177429
84,1.0,0.7180178761482239
85,1.0,0.7086089253425598
86,1.0,0.6994354128837585
87,1.0,0.6903183460235596
88,1.0,0.6813623905181885
89,1.0,0.6726793050765991
90,1.0,0.6639352440834045
91,1.0,0.6554697751998901
92,1.0,0.6471567153930664
93,1.0,0.6389139294624329
94,1.0,0.6308531761169434
95,1.0,0.6229113936424255
96,1.0,0.615176260471344
97,1.0,0.6074715852737427
98,1.0,0.59990394115448
99,1.0,0.5924974083900452
100,1.0,0.5851911306381226
101,1.0,0.5780500769615173
102,1.0,0.5709377527236938
103,1.0,0.5640284419059753
104,1.0,0.5572037696838379
105,1.0,0.550484299659729
106,1.0,0.5439223051071167
107,1.0,0.5374535918235779
108,1.0,0.531035304069519
109,1.0,0.524782657623291
110,1.0,0.5186071395874023
111,1.0,0.5125336050987244
112,1.0,0.506578266620636
113,1.0,0.5006924867630005
114,1.0,0.4949175715446472
115,1.0,0.4892243444919586
116,1.0,0.4835740923881531
117,1.0,0.47800928354263306
118,1.0,0.47257405519485474
119,1.0,0.4672403335571289
120,1.0,0.461958110332489
121,1.0,0.4567852020263672
122,1.0,0.4516010880470276
123,1.0,0.44659286737442017
124,1.0,0.4416124224662781
125,1.0,0.43673354387283325
126,1.0,0.4318968653678894
127,1.0,0.42716020345687866
128,1.0,0.42248907685279846
129,1.0,0.4178655743598938
130,1.0,0.4133402705192566
131,1.0,0.4088996946811676
132,1.0,0.4045032560825348
133,1.0,0.4001673758029938
134,1.0,0.39588838815689087
135,1.0,0.39171913266181946
136,1.0,0.3875812292098999
137,1.0,0.38349246978759766
138,1.0,0.37950557470321655
139,1.0,0.37553587555885315
140,1.0,0.3716624677181244
141,1.0,0.36781877279281616
142,1.0,0.3640085458755493
143,1.0,0.3602762222290039
144,1.0,0.35659557580947876
145,1.0,0.352979838848114
146,1.0,0.3494144082069397
147,1.0,0.34590619802474976
148,1.0,0.34245067834854126
149,1.0,0.3390561044216156
150,1.0,0.3356831967830658
151,1.0,0.33238279819488525
152,1.0,0.3291171193122864
153,1.0,0.32591184973716736
154,1.0,0.32274335622787476
155,1.0,0.3196333944797516
156,1.0,0.31658345460891724
157,1.0,0.31356191635131836
158,1.0,0.31058111786842346
159,1.0,0.30764511227607727
160,1.0,0.3047609329223633
161,1.0,0.3019039034843445
162,1.0,0.29911676049232483
163,1.0,0.29636150598526
164,1.0,0.2936401665210724
165,1.0,0.2909441590309143
166,1.0,0.28830915689468384
167,1.0,0.285688579082489
168,1.0,0.2831197679042816
169,1.0,0.2805633842945099
170,1.0,0.27805548906326294
171,1.0,0.27557650208473206
172,1.0,0.2731298506259918
173,1.0,0.27071577310562134
174,1.0,0.2683315873146057
175,1.0,0.2659650146961212
176,1.0,0.2636449933052063
177,1.0,0.261344850063324
178,1.0,0.2590802311897278
179,1.0,0.25686466693878174
180,1.0,0.25466349720954895
181,1.0,0.2524935007095337
182,1.0,0.25035959482192993
183,1.0,0.24823160469532013
184,1.0,0.24614055454730988
185,1.0,0.2440940886735916
186,1.0,0.24204108119010925
187,1.0,0.2400306761264801
188,1.0,0.23804061114788055
189,1.0,0.23607785999774933
190,1.0,0.23413994908332825
191,1.0,0.23221953213214874
192,1.0,0.23034235835075378
193,1.0,0.2284785807132721
194,1.0,0.22665587067604065
195,1.0,0.2248286008834839
196,1.0,0.22304296493530273
197,1.0,0.22127977013587952
198,1.0,0.2195294201374054
199,1.0,0.21780677139759064
200,1.0,0.2161036729812622
201,1.0,0.21441414952278137
202,1.0,0.2127586305141449
203,1.0,0.21112701296806335
204,1.0,0.20950326323509216
205,1.0,0.20791272819042206
206,1.0,0.2063228189945221
207,1.0,0.20475034415721893
208,1.0,0.20319576561450958
209,1.0,0.20165911316871643
210,1.0,0.20013339817523956
211,1.0,0.1986425668001175
212,1.0,0.19715991616249084
213,1.0,0.19570223987102509
214,1.0,0.19425003230571747
215,1.0,0.19283154606819153
216,1.0,0.19143275916576385
217,1.0,0.190034419298172
218,1.0,0.18866989016532898
219,1.0,0.18730691075325012
220,1.0,0.18596944212913513
221,1.0,0.18463784456253052
222,1.0,0.1833212673664093
223,1.0,0.18202385306358337
224,1.0,0.18075017631053925
225,1.0,0.17947691679000854
226,1.0,0.17822305858135223
227,1.0,0.17698507010936737
228,1.0,0.17576296627521515
229,1.0,0.17455187439918518
230,1.0,0.17334957420825958
231,1.0,0.17216917872428894
232,1.0,0.17101018130779266
233,1.0,0.16985373198986053
234,1.0,0.16870242357254028
235,1.0,0.16757719218730927
236,1.0,0.1664588302373886
237,1.0,0.16535864770412445
238,1.0,0.1642673909664154
239,1.0,0.1631898134946823
240,1.0,0.16211512684822083
241,1.0,0.16106674075126648
242,1.0,0.1600237488746643
243,1.0,0.15898527204990387
244,1.0,0.15796537697315216
245,1.0,0.15696343779563904
246,1.0,0.15596356987953186
247,1.0,0.15497487783432007
248,1.0,0.1540001630783081
249,1.0,0.15302510559558868
250,1.0,0.15206971764564514
251,1.0,0.15113046765327454
252,1.0,0.15019068121910095
253,1.0,0.1492660790681839
254,1.0,0.14834332466125488
255,1.0,0.14743921160697937
256,1.0,0.14653651416301727
257,1.0,0.1456499993801117
258,1.0,0.14477097988128662
259,1.0,0.14389969408512115
260,1.0,0.1430503875017166
261,1.0,0.14218731224536896
262,1.0,0.1413484364748001
263,1.0,0.14051268994808197
264,1.0,0.13967950642108917
265,1.0,0.13886281847953796
266,1.0,0.13804969191551208
267,1.0,0.1372445970773697
268,1.0,0.13644805550575256
269,1.0,0.1356612741947174
270,1.0,0.1348782479763031
271,1.0,0.13410823047161102
272,1.0,0.13334842026233673
273,1.0,0.13258197903633118
274,1.0,0.13183718919754028
275,1.0,0.13109071552753448
276,1.0,0.13035738468170166
277,1.0,0.12963208556175232
278,1.0,0.12890580296516418
279,1.0,0.12818995118141174
280,1.0,0.12748317420482635
281,1.0,0.12678208947181702
282,1.0,0.12608639895915985
283,1.0,0.1253957450389862
284,1.0,0.12471963465213776
285,1.0,0.12403880059719086
286,1.0,0.12337438017129898
287,1.0,0.12270339578390121
288,1.0,0.12205062061548233
289,1.0,0.12140326201915741
290,1.0,0.12075765430927277
291,1.0,0.12012238800525665
292,1.0,0.11948533356189728
293,1.0,0.11886243522167206
294,1.0,0.11824525892734528
295,1.0,0.11762674152851105
296,1.0,0.11702406406402588
297,1.0,0.11641614139080048
298,1.0,0.11582107841968536
299,1.0,0.11522964388132095
300,1.0,0.11463902145624161
301,1.0,0.11405928432941437
302,1.0,0.11348428577184677
303,1.0,0.11291344463825226
304,1.0,0.11234275251626968
305,1.0,0.11178549379110336
306,1.0,0.1112251877784729
307,1.0,0.11067657172679901
308,1.0,0.11012979596853256
309,1.0,0.10958454757928848
310,1.0,0.10904891788959503
311,1.0,0.1085137352347374
312,1.0,0.10798905789852142
313,1.0,0.10746510326862335
314,1.0,0.10694308578968048
315,1.0,0.10643042623996735
316,1.0,0.10591790825128555
317,1.0,0.10541163384914398
318,1.0,0.10490967333316803
319,1.0,0.10440957546234131
320,1.0,0.10391268879175186
321,1.0,0.10342637449502945
322,1.0,0.1029413715004921
323,1.0,0.10245301574468613
324,1.0,0.10197620093822479
325,1.0,0.1014968603849411
326,1.0,0.10102953761816025
327,1.0,0.10055924952030182
328,1.0,0.10009530931711197
329,1.0,0.09963591396808624
330,1.0,0.09917476773262024
331,1.0,0.09872230887413025
332,1.0,0.09827335178852081
333,1.0,0.09782405942678452
334,1.0,0.09738396108150482
335,1.0,0.09694460034370422
336,1.0,0.09650582075119019
337,1.0,0.09607503563165665
338,1.0,0.09564461559057236
339,1.0,0.09522109478712082
340,1.0,0.09480000287294388
341,1.0,0.09437650442123413
342,1.0,0.09395994991064072
343,1.0,0.09354947507381439
344,1.0,0.09313715994358063
345,1.0,0.09273183345794678
346,1.0,0.09232670068740845
347,1.0,0.09192601591348648
348,1.0,0.09152473509311676
349,1.0,0.0911325067281723
350,1.0,0.09073784947395325
351,1.0,0.0903509333729744
352,1.0,0.0899633914232254
353,1.0,0.08957721292972565
354,1.0,0.08920037746429443
355,1.0,0.08882011473178864
356,1.0,0.08844488859176636
357,1.0,0.08807243406772614
358,1.0,0.08770598471164703
359,1.0,0.08733594417572021
360,1.0,0.08697323501110077
361,1.0,0.08661332726478577
362,1.0,0.08625198900699615
363,1.0,0.08589649200439453
364,1.0,0.0855414941906929
365,1.0,0.08519311249256134
366,1.0,0.08484379947185516
367,1.0,0.08449530601501465
368,1.0,0.08415332436561584
369,1.0,0.08381294459104538
370,1.0,0.0834728479385376
371,1.0,0.08313946425914764
372,1.0,0.08280296623706818
373,1.0,0.08247169107198715
374,1.0,0.08214205503463745
375,1.0,0.08181390166282654
376,1.0,0.08148948848247528
377,1.0,0.08116909116506577
378,1.0,0.08084619045257568
379,1.0,0.08052738010883331
380,1.0,0.0802127942442894
381,1.0,0.0798972025513649
382,1.0,0.0795850157737732
